Rank,AdvRollNo,InsCode,BranchCode
1663,4036301,101,4111
1668,7041086,110,5207
1673,2073063,115,4107
1676,4016396,106,4107
1677,2042053,108,4107
1678,5017118,106,5203
1679,4031233,111,4107
1682,2039177,108,4111
1684,4018328,101,5284
1685,7011165,116,5223
1688,2069324,106,5248
1696,7044143,116,4126
1697,2066077,107,4199
1698,1027742,106,4125
1699,6131172,106,4202
1702,2010213,123,4111
1703,2054427,106,5251
1705,2041496,118,4111
1708,6036169,106,4201
1709,6096103,121,4125
1710,1053077,102,4128
1711,1102174,106,5248
1714,2043422,109,4205
1717,6083104,106,5208
1718,3022439,112,4125
1721,4059555,115,4111
1723,6093016,107,4107
1724,6036054,101,5287
1725,4027198,116,4126
1728,1040029,109,4201
1729,6008076,110,5207
1732,3025797,115,4117
1734,7010554,108,4107
1736,6025207,118,4111
1739,2065194,112,4125
1740,7039300,105,4128
